code,name,name_ascii,state
DDN,"Middletown, Allen","Middletown, Allen",IN
UQK,"Middletown, Frederick","Middletown, Frederick",MD
DD3,"Middletown, Shelby","Middletown, Shelby",IN
MVK,Middleville,Middleville,MI
DDY,Middleway,Middleway,WV
IFE,Midfield,Midfield,AL
XFW,Midfield,Midfield,TX
MK9,Midkiff,Midkiff,TX
MJD,Midland,Midland,GA
ILD,Midland,Midland,MI
IAL,Midland,Midland,NC
M4D,Midland,Midland,OH
ZID,Midland,Midland,PA
XAD,Midland,Midland,SD
MAF,Midland,Midland,TX
YML,Midland,Midland,VA
MDD,Midland Airpark,Midland Airpark,TX
IDY,Midland City,Midland City,AL
MDL,Midland Park,Midland Park,NJ
MBS,Midland-Bay City-Saginaw Apt,Midland-Bay City-Saginaw Apt,MI
MLH,Midlothian,Midlothian,IL
MIB,Midlothian,Midlothian,TX
MED,Midlothian,Midlothian,VA
M9P,Midpines,Midpines,CA
IDV,Midvale,Midvale,OH
MZC,Midvale,Midvale,UT
M5E,Midville,Midville,GA
IWY,Midway,Midway,AR
M8W,Midway,Midway,CA
MYF,Midway,Midway,FL
IWA,Midway,Midway,GA
DBD,Midway,Midway,IL
M23,Midway,Midway,KY
MWY,Midway,Midway,TN
M7Y,Midway,Midway,UT
MWC,Midway City,Midway City,CA
M2P,Midway Park,Midway Park,NC
QMY,"Midway, Liberty","Midway, Liberty",GA
IDW,Midwest City,Midwest City,OK
IFB,Mifflinburg,Mifflinburg,PA
M2I,Mifflintown,Mifflintown,PA
MFN,Mifflinville,Mifflinville,PA
ML4,Milaca,Milaca,MN
ML7,Milan,Milan,GA
MIQ,Milan,Milan,IL
NMM,Milan,Milan,IN
YIM,Milan,Milan,KS
UQZ,Milan,Milan,MI
OML,Milan,Milan,MO
9MI,Milan,Milan,NH
MN9,Milan,Milan,NM
7ML,Milan,Milan,NY
LIM,Milan,Milan,OH
ZIM,Milan,Milan,PA
MXN,Milan,Milan,TN
MBK,Milbank,Milbank,SD
MLQ,Milbridge,Milbridge,ME
M2B,Milburn,Milburn,OK
M4F,Mildford,Mildford,MA
JMD,Mildred,Mildred,PA
YMI,Miles City,Miles City,FL
MLS,Miles City,Miles City,MT
UQY,Milesburg,Milesburg,PA
IVZ,Milesville,Milesville,SD
MFX,Milford,Milford,CT
MEQ,Milford,Milford,DE
MFJ,Milford,Milford,IA
MFF,Milford,Milford,IL
MII,Milford,Milford,IN
MFK,Milford,Milford,MA
MFO,Milford,Milford,ME
MF5,Milford,Milford,MI
KMF,Milford,Milford,NE
MFW,Milford,Milford,NH
MFT,Milford,Milford,NJ
QFD,Milford,Milford,NY
MRQ,Milford,Milford,OH
MFQ,Milford,Milford,PA
XIK,Milford,Milford,TX
MLF,Milford,Milford,UT
QAO,Milford,Milford,VA
FKC,Milford Center,Milford Center,OH
M4M,Milford Mill,Milford Mill,MD
MM7,Mililani Town,Mililani Town,HI
ICI,Mill City,Mill City,NV
ZMK,Mill Creek,Mill Creek,OK
MC3,Mill Creek,Mill Creek,PA
MKW,Mill Creek,Mill Creek,WA
MHP,Mill Hall,Mill Hall,PA
XRG,Mill Spring,Mill Spring,MO
TMJ,Mill Spring,Mill Spring,NC
VYV,Mill Valley,Mill Valley,CA
WM4,Milladore,Milladore,WI
MBA,Millbrae,Millbrae,CA
MBJ,Millbrook,Millbrook,AL
ZOO,Millbrook,Millbrook,NY
XIR,Millburn,Millburn,NJ
MBT,Millbury,Millbury,MA
XID,Millbury,Millbury,OH
5MD,Milldale,Milldale,CT
MLJ,Milledgeville,Milledgeville,GA
QLB,Milledgeville,Milledgeville,IL
MI4,Millen,Millen,GA
M9R,Miller,Miller,MO
IL2,Miller,Miller,SD
IPL,Miller Place,Miller Place,NY
ZQS,Millersburg,Millersburg,IN
ILB,Millersburg,Millersburg,KY
MLV,Millersburg,Millersburg,OH
MUG,Millersburg,Millersburg,PA
ILR,Millersport,Millersport,OH
QJT,Millerstown,Millerstown,PA
9MV,Millersview,Millersview,TX
MVB,Millersville,Millersville,MD
IIF,Millersville,Millersville,OH
ISE,Millersville,Millersville,PA
MT4,Millerton,Millerton,NY
OZB,Millheim,Millheim,PA
T9X,Millican,Millican,TX
5MK,Milliken,Milliken,CO
MTL,Millington,Millington,MD
M9I,Millington,Millington,MI
MGY,Millington,Millington,NJ
MZD,Millington,Millington,TN
MLT,Millinocket,Millinocket,ME
MS2,Millis,Millis,MA
IMY,Millmont,Millmont,PA
IPR,Millport,Millport,AL
M3Y,Millry,Millry,AL
JML,Mills,Mills,WY
MS9,Mills River,Mills River,NC
MZ8,Millsap,Millsap,TX
MBD,Millsboro,Millsboro,DE
KYA,Millsdale,Millsdale,IL
MS7,Millstadt,Millstadt,IL
ISZ,Millston,Millston,WI
IWH,Millstone,Millstone,NJ
MP9,Millstone Township,Millstone Township,NJ
MMJ,Milltown,Milltown,NJ
MM5,Milltown,Milltown,WI
3LV,Millvale,Millvale,PA
V6M,Millville,Millville,IN
V8V,Millville,Millville,MA
VLZ,Millville,Millville,NJ
MIV,Millville,Millville,NJ
MV2,Millville,Millville,PA
MVI,Millville,Millville,RI
IOO,Millwood,Millwood,KY
MW7,Millwood,Millwood,NY
ZEZ,Millwood,Millwood,VA
MW4,Millwood,Millwood,WV
MN4,Milner,Milner,GA
MXD,Milner,Milner,ID
JMO,Milo,Milo,ME
MPT,Milpitas,Milpitas,CA
YMY,Milroy,Milroy,IN
MZE,Milroy,Milroy,PA
MLW,Milton,Milton,DE
NSE,Milton,Milton,FL
M3N,Milton,Milton,GA
MXW,Milton,Milton,IA
M8O,Milton,Milton,KY
MXL,Milton,Milton,MA
IJL,Milton,Milton,NH
MZG,Milton,Milton,NY
MIC,Milton,Milton,PA
MT5,Milton,Milton,VT
8RE,Milton,Milton,WA
M8I,Milton,Milton,WI
ZNM,Milton,Milton,WV
M2M,Milton Mills,Milton Mills,NH
M8M,Miltona,Miltona,MN
MZH,Milton-Freewater,Milton-Freewater,OR
VL9,Milville,Milville,NJ
MKE,Milwaukee,Milwaukee,WI
MWX,Milwaukie,Milwaukie,OR
IMB,Mimbres,Mimbres,NM
MS6,Mims,Mims,FL
MXK,Minatare,Minatare,NE
MHM,Minchumina,Minchumina,AK
NC7,Minco,Minco,OK
MYX,Minden,Minden,LA
MN6,Minden,Minden,NE
MEV,Minden,Minden,NV
3MN,Minden,Minden,TX
MCY,Minden City,Minden City,MI
DHO,Mindoro,Mindoro,WI
MHZ,Mine Hill,Mine Hill,NJ
MNA,Mineola,Mineola,NY
MIX,Mineola,Mineola,TX
NRZ,Miner,Miner,MO
C87,Mineral,Mineral,CA
EYA,Mineral,Mineral,TX
IEA,Mineral,Mineral,VA
M5B,Mineral Bluff,Mineral Bluff,GA
MC4,Mineral City,Mineral City,OH
M3M,Mineral Point,Mineral Point,MO
MP3,"Mineral Point, Iowa","Mineral Point, Iowa",WI
4AL,Mineral Ridge,Mineral Ridge,OH
M5S,Mineral Springs,Mineral Springs,AR
IPU,Mineral Springs,Mineral Springs,NC
YY3,Mineral Springs,Mineral Springs,PA
W37,Mineral Wells,Mineral Wells,MS
MWL,Mineral Wells,Mineral Wells,TX
IWF,Mineral Wells,Mineral Wells,WV
MW5,Mineralwells,Mineralwells,WV
MVP,Minersville,Minersville,PA
M88,Minersville,Minersville,UT
MNV,Minerva,Minerva,OH
XIV,Mineville,Mineville,NY
IQG,Mingo,Mingo,IA
MIG,Mingo,Mingo,KS
XIM,Mingo Junction,Mingo Junction,OH
M7G,Mingus,Mingus,TX
MD9,Minidoka,Minidoka,ID
IPS,Minneapolis,Minneapolis,KS
MES,Minneapolis,Minneapolis,MN
M5N,Minneapolis,Minneapolis,NC
MSP,Minneapolis/St Paul Apt,Minneapolis/St Paul Apt,MN
MHA,Minnehaha,Minnehaha,WA
M9N,Minneola,Minneola,FL
9MA,Minneola,Minneola,KS
IJT,Minneota,Minneota,MN
M84,Minnesota City,Minnesota City,MN
MKA,Minnetonka,Minnetonka,MN
MX8,Minnie,Minnie,KY
ARV,Minocqua,Minocqua,WI
WMG,Minong,Minong,WI
M4K,Minonk,Minonk,IL
IKA,Minooka,Minooka,IL
8OT,Minot,Minot,ME
MOT,Minot,Minot,ND
2MI,Minotola,Minotola,NJ
MZO,Minster,Minster,OH
TLI,Mint Hill,Mint Hill,NC
MNT,Minto,Minto,AK
QMT,Minto,Minto,ND
M65,Minturn,Minturn,CO
MI2,Mio,Mio,MI
IQU,Miquon,Miquon,PA
MIK,Mira Loma,Mira Loma,CA
MLM,Mira Mesa,Mira Mesa,CA
M89,Miracle,Miracle,KY
MMR,Miramar,Miramar,FL
IBC,Miramar Beach,Miramar Beach,FL
NJK,Miranda,Miranda,CA
IRL,Mirror Lake,Mirror Lake,NH
NCE,Misenheimer,Misenheimer,NC
MCJ,Mishawaka,Mishawaka,IN
JMZ,Mishicot,Mishicot,WI
MSI,Mission,Mission,KS
4MS,Mission,Mission,SD
ZMX,Mission,Mission,TX
5SM,Mission Hill,Mission Hill,SD
MJH,Mission Hills,Mission Hills,CA
M6V,"Mission Valley,San Diego","Mission Valley,San Diego",CA
MJI,Mission Viejo,Mission Viejo,CA
MFE,Mission-McAllen Apt,Mission-McAllen Apt,TX
MSO,Missoula,Missoula,MT
URI,Missouri City,Missouri City,MO
MC5,Missouri City,Missouri City,TX
IFV,Missouri Valley,Missouri Valley,IA
M5I,Miston,Miston,TN
M2L,Mitchell,Mitchell,AL
MHC,Mitchell,Mitchell,IN
MC9,Mitchell,Mitchell,MS
MIH,Mitchell,Mitchell,NE
MHE,Mitchell,Mitchell,SD
ITX,Mitchellville,Mitchellville,IA
IHE,Mitchellville,Mitchellville,MD
XIZ,Mize,Mize,KY
CNY,Moab,Moab,UT
OAP,Moapa,Moapa,NV
VIZ,Moatsville,Moatsville,WV
MBY,Moberly,Moberly,MO
MOB,Mobile,Mobile,AL
MBG,Mobridge,Mobridge,SD
MKV,Mocksville,Mocksville,NC
MEY,Modena,Modena,PA
OJX,Modena,Modena,WI
MOD,Modesto,Modesto,CA
M98,Modoc,Modoc,IN
MA3,Moffat,Moffat,CO
FFJ,Moffett,Moffett,OK
MEF,Moffett Field,Moffett Field,CA
MGD,Mogadore,Mogadore,OH
3MO,Mohall,Mohall,ND
MY7,Mohave Valley,Mohave Valley,AZ
M67,Mohawk,Mohawk,NY
OH9,Mohegan Lake,Mohegan Lake,NY
ZOH,Mohnton,Mohnton,PA
OH7,Mohrsville,Mohrsville,PA
MOJ,Mojave,Mojave,CA
M7K,Mokane,Mokane,MO
IMK,Mokena,Mokena,IL
MOL,Molalla,Molalla,OR
M47,Molena,Molena,GA
MLI,Moline,Moline,IL
7MO,Molt,Molt,MO
MME,Momence,Momence,IL
4MU,Mona,Mona,UT
MNP,Monaca,Monaca,PA
MIF,Monahans,Monahans,TX
M4V,Monaville,Monaville,WV
MNK,Moncks Corner,Moncks Corner,SC
MQ2,Monclova,Monclova,OH
MCP,Moncure,Moncure,NC
ODI,Mondovi,Mondovi,WI
QZE,Monee,Monee,IL
QJU,Monessen,Monessen,PA
MQG,Moneta,Moneta,VA
TTF,Monett,Monett,KS
MMO,Monett,Monett,MO
M6T,Monetta,Monetta,SC
QTE,Monette,Monette,AR
OES,Money,Money,MS
2KN,Monkton,Monkton,MD
7MK,Monkton,Monkton,VT
OMH,Monmouth,Monmouth,IA
MNI,Monmouth,Monmouth,IL
MOH,Monmouth,Monmouth,ME
OO9,Monmouth,Monmouth,OR
M9O,Monmouth Beach,Monmouth Beach,NJ
MJU,Monmouth Junction,Monmouth Junction,NJ
OON,Monon,Monon,IN
MXJ,Monona,Monona,IA
IMO,Monona,Monona,WI
MXX,Monongahela,Monongahela,PA
MOM,Monroe,Monroe,CT
MOE,Monroe,Monroe,GA
NRQ,Monroe,Monroe,IA
INQ,Monroe,Monroe,IN
MLU,Monroe,Monroe,LA
9OE,Monroe,Monroe,ME
MOI,Monroe,Monroe,MI
MNR,Monroe,Monroe,NC
M4X,Monroe,Monroe,NH
OWH,Monroe,Monroe,NJ
QMX,Monroe,Monroe,NJ
VMO,Monroe,Monroe,NY
NRO,Monroe,Monroe,OH
OVN,Monroe,Monroe,OR
XZ9,Monroe,Monroe,TN
NRX,Monroe,Monroe,VA
MOW,Monroe,Monroe,WA
MWI,Monroe,Monroe,WI
VOB,Monroe Bridge,Monroe Bridge,MA
KRC,Monroe City,Monroe City,MO
MPQ,Monroe Park,Monroe Park,NC
ONR,Monroe Township,Monroe Township,NJ
OOE,"Monroe, Tippecanoe","Monroe, Tippecanoe",IN
MVC,Monroeville,Monroeville,AL
9MO,Monroeville,Monroeville,IN
QXO,Monroeville,Monroeville,NJ
O8M,Monroeville,Monroeville,OH
VML,Monroeville,Monroeville,PA
XIY,Monrovia,Monrovia,CA
ON5,Monrovia,Monrovia,IN
ZMR,Monrovia,Monrovia,MD
MSE,Monsey,Monsey,NY
MZS,Monson,Monson,MA
6MS,Monson,Monson,ME
M5A,Mont Alto,Mont Alto,PA
MTG,Mont Belvieu,Mont Belvieu,TX
TV7,Mont Vernon,Mont Vernon,NH
SIY,Montague,Montague,CA
M2G,Montague,Montague,MA
TGQ,Montague,Montague,MI
7UE,Montague,Montague,NJ
JTA,Montana City,Montana City,MT
OQT,Montara,Montara,CA
MTP,Montauk,Montauk,NY
MZT,Montclair,Montclair,CA
MLR,Montclair,Montclair,NJ
MXZ,Monte Alto,Monte Alto,TX
C4F,Monte Rio,Monte Rio,CA
VMZ,Monte Vista,Monte Vista,CO
2MO,Monteagle,Monteagle,TN
MTB,Montebello,Montebello,CA
MB6,Montebello,Montebello,NY
ZMO,Montecito,Montecito,CA
M4O,Montello,Montello,PA
OLO,Montello,Montello,WI
MY3,Monterey,Monterey,CA
3MR,Monterey,Monterey,MA
MZY,Monterey,Monterey,TN
YTX,Monterey,Monterey,VA
MZU,Monterey Park,Monterey Park,CA
MRY,Monterey-Carmel Apt,Monterey-Carmel Apt,CA
MZW,Montesano,Montesano,WA
MVO,Montevallo,Montevallo,AL
MVE,Montevideo,Montevideo,MN
MOZ,Montezuma,Montezuma,GA
YMZ,Montezuma,Montezuma,IA
MZM,Montezuma,Montezuma,IN
TZM,Montezuma,Montezuma,KS
XQZ,Montfort,Montfort,WI
MGM,Montgomery,Montgomery,AL
XIL,Montgomery,Montgomery,IL
OGM,Montgomery,Montgomery,IN
3MG,Montgomery,Montgomery,LA
MGH,Montgomery,Montgomery,MN
MGJ,Montgomery,Montgomery,NY
NGY,Montgomery,Montgomery,OH
QMG,Montgomery,Montgomery,PA
YGY,Montgomery,Montgomery,TN
MG6,Montgomery,Montgomery,TX
7MG,Montgomery,Montgomery,VT
OTE,Montgomery,Montgomery,WV
GZY,Montgomery Center,Montgomery Center,VT
M4G,Montgomery City,Montgomery City,MO
NMV,Montgomery Village,Montgomery Village,MD
UXG,Montgomeryville,Montgomeryville,PA
MOQ,Monticello,Monticello,AR
VMQ,Monticello,Monticello,FL
MQC,Monticello,Monticello,GA
MXO,Monticello,Monticello,IA
MQD,Monticello,Monticello,IL
OIO,Monticello,Monticello,IN
MOC,Monticello,Monticello,KY
M8L,Monticello,Monticello,ME
OTC,Monticello,Monticello,MN
MCZ,Monticello,Monticello,MS
MSV,Monticello,Monticello,NY
MXC,Monticello,Monticello,UT
IEO,Monticello,Monticello,WI
ZGI,Montmorenci,Montmorenci,IN
URF,Montour Falls,Montour Falls,NY
MBC,Montoursville,Montoursville,PA
IUW,Montpelier,Montpelier,ID
OPQ,Montpelier,Montpelier,IN
MMP,Montpelier,Montpelier,OH
XIX,Montpelier,Montpelier,VA
MPI,Montpelier,Montpelier,VT
MPV,Montpelier-Barre Apt,Montpelier-Barre Apt,VT
MT8,Montreal,Montreal,MO
M2T,Montreal,Montreal,OH
OZ9,Montrose,Montrose,AL
MBH,Montrose,Montrose,CA
MTJ,Montrose,Montrose,CO
4MO,Montrose,Montrose,IA
ME3,Montrose,Montrose,MN
QMR,Montrose,Montrose,PA
KMX,Montross,Montross,VA
QMV,Montvale,Montvale,NJ
M8V,Montvale,Montvale,VA
MBM,Montville,Montville,CT
MDB,Montville,Montville,NJ
ZPQ,Montz,Montz,LA
MEB,Monument,Monument,CO
JUM,Monument,Monument,KS
GMV,Monument Valley Gldngs,Monument Valley Gldngs,UT
MU2,Moodus,Moodus,CT
MD7,Moody,Moody,AL
OOY,Moody,Moody,TX
MO3,Mooers,Mooers,NY
M2F,Mooers Forks,Mooers Forks,NY
NIP,Moon,Moon,PA
M7P,Moon Township,Moon Township,PA
MOO,Moonachie/New Jersey,Moonachie/New Jersey,NJ
QMP,Moonstown,Moonstown,PA
OOF,Moore,Moore,OK
MBW,Moore,Moore,SC
QMF,Moore Haven,Moore Haven,FL
MF2,Moorefield,Moorefield,KY
MF3,Moorefield,Moorefield,WV
OED,Mooreland,Mooreland,OK
MQE,Moores Mill,Moores Mill,NY
OBO,Mooresboro,Mooresboro,NC
OUB,Mooresburg,Mooresburg,TN
MRJ,Moorestown,Moorestown,NJ
OOR,Moorestown,Moorestown,PA
MYZ,Mooresville,Mooresville,IN
2MV,Mooresville,Mooresville,MO
XJK,Mooresville,Mooresville,NC
M3O,Mooresville,Mooresville,TN
XIH,Moorhead,Moorhead,MN
MPF,Moorlands,Moorlands,WA
MQK,Moorpark,Moorpark,CA
MSZ,Moose Pass,Moose Pass,AK
UXB,Moosic,Moosic,PA
OOU,Moosup,Moosup,CT
MJM,Mora,Mora,MN
MMA,Mora,Mora,NM
QMO,Moraga,Moraga,CA
MRE,Moraine,Moraine,OH
MX7,Moran,Moran,WY
MJS,Morattico,Morattico,VA
QOR,Moravia,Moravia,IA
VIJ,Moravia,Moravia,NY
MF4,Moravian Falls,Moravian Falls,NC
MHR,Morehead,Morehead,KY
MRH,Morehead City,Morehead City,NC
YRE,Morehouse,Morehouse,MO
9OH,Moreland Hills,Moreland Hills,OH
ONJ,Morenci,Morenci,AZ
MQR,Morenci,Morenci,MI
MV4,Moreno Valley,Moreno Valley,CA
M9V,Moretown,Moretown,VT
NGM,Morgan,Morgan,GA
MRG,Morgan,Morgan,MT
MR9,Morgan,Morgan,PA
GGM,Morgan,Morgan,UT
7MR,Morgan,Morgan,VT
MGN,Morgan City,Morgan City,AL
LMO,Morgan City,Morgan City,LA
PTN,Morgan City-Patterson Apt,Morgan City-Patterson Apt,LA
MJV,Morgan Hill,Morgan Hill,CA
2MP,Morgan Point,Morgan Point,TX
QGF,Morganfield,Morganfield,KY
MPP,Morgans Point,Morgans Point,TX
O99,Morganton,Morganton,GA
MRN,Morganton,Morganton,NC
MGG,Morgantown,Morgantown,KY
MJZ,Morgantown,Morgantown,NC
MGP,Morgantown,Morgantown,PA
MWG,Morgantown,Morgantown,TN
MGW,Morgantown,Morgantown,WV
VJM,Morganville,Morganville,NJ
MY5,Moriarty,Moriarty,NM
ZH6,Moriches,Moriches,NJ
2MR,Moriches,Moriches,NY
JGM,Morley,Morley,MO
OYO,Moro,Moro,AR
O4O,Moro,Moro,IL
XOO,Moro,Moro,OR
OOC,Morocco,Morocco,IN
MR6,Moroni,Moroni,UT
MJC,Morral,Morral,OH
XWQ,Morrice,Morrice,MI
RQR,Morrill,Morrill,ME
MOK,Morrill,Morrill,NE
MPJ,Morrilton,Morrilton,AR
XRI,Morris,Morris,AL
MR4,Morris,Morris,CT
MSW,Morris,Morris,IL
MR3,Morris,Morris,LA
MOX,Morris,Morris,MN
IQS,Morris,Morris,PA
MPA,Morris Plains,Morris Plains,NJ
MJE,Morrison,Morrison,CO
MMQ,Morrison,Morrison,IL
MJF,Morrison,Morrison,TN
M5V,Morrisonville,Morrisonville,IL
6MT,Morriston,Morriston,FL
MJG,Morristown,Morristown,IN
MW8,Morristown,Morristown,MN
MMU,Morristown,Morristown,NJ
MRT,Morristown,Morristown,NY
ITW,Morristown,Morristown,OH
MOR,Morristown,Morristown,TN
XZM,Morrisville,Morrisville,NC
MV9,Morrisville,Morrisville,NJ
MZL,Morrisville,Morrisville,NY
XIO,Morrisville,Morrisville,PA
ORS,Morrisville,Morrisville,VT
MJK,Morro Bay,Morro Bay,CA
MRW,Morrow,Morrow,GA
MW6,Morrow,Morrow,OH
4MT,Morse,Morse,TX
MB3,Morse Bluff,Morse Bluff,NE
MTI,Morton,Morton,IL
JMN,Morton,Morton,MN
MNQ,Morton,Morton,MS
JZN,Morton,Morton,PA
ZMT,Morton,Morton,TX
OT3,Morton,Morton,WA
MGV,Morton Grove,Morton Grove,IL
MJJ,Mortons Gap,Mortons Gap,KY
OQV,Morven,Morven,NC
MW3,Moscow,Moscow,IA
MJL,Moscow,Moscow,ID
ZGC,Moscow,Moscow,KS
QMA,Moscow,Moscow,PA
9MW,Moscow,Moscow,TN
M7C,Moscow,Moscow,TX
MM4,Moscow Mills,Moscow Mills,MO
M9S,Mosel,Mosel,WI
OEL,Moselle,Moselle,MS
KMY,Moser Bay,Moser Bay,AK
MWH,Moses Lake,Moses Lake,WA
MOS,Moses Point,Moses Point,AK
EIB,Mosheim,Mosheim,TN
YMR,Mosier,Mosier,OR
INX,Mosinee,Mosinee,WI
MJN,Moss,Moss,TN
ZGA,Moss Beach,Moss Beach,CA
MLG,Moss Landing,Moss Landing,CA
MOG,Moss Point,Moss Point,MS
MVJ,Mossville,Mossville,IL
89M,Mossyrock,Mossyrock,WA
MOF,Motley,Motley,MN
MLL,Mottville,Mottville,MI
MUW,Moulton,Moulton,AL
X3L,Moulton,Moulton,TX
QUG,Moultonborough,Moultonborough,NH
MGR,Moultrie,Moultrie,GA
OUD,Mound,Mound,MN
4MC,Mound City,Mound City,IL
M9C,Mound City,Mound City,MO
XZS,Mound House,Mound House,NV
MDZ,Moundridge,Moundridge,KS
7Q9,Mounds,Mounds,IL
OUK,Mounds,Mounds,OK
MJO,Mounds View,Mounds View,MN
MFZ,Moundsville,Moundsville,WV
MOA,Moundville,Moundville,AL
ND5,Moundville,Moundville,MO
NQU,Mount Airy,Mount Airy,GA
M8Y,Mount Airy,Mount Airy,LA
MYM,Mount Airy,Mount Airy,MD
MKY,Mount Airy,Mount Airy,NC
OMO,Mount Angel,Mount Angel,OR
UNM,Mount Arlington,Mount Arlington,NJ
OUA,Mount Ayr,Mount Ayr,IA
MJR,Mount Berry,Mount Berry,GA
MXT,Mount Bethel,Mount Bethel,PA
MB5,Mount Bethel,Mount Bethel,PA
TBK,Mount Braddock,Mount Braddock,PA
MC6,Mount Carmel,Mount Carmel,IL
MTK,Mount Carmel,Mount Carmel,PA
KRL,Mount Carroll,Mount Carroll,IL
MTC,Mount Clemens,Mount Clemens,MI
MWR,Mount Crawford,Mount Crawford,VA
DZT,Mount Desert,Mount Desert,ME
MUD,Mount Dora,Mount Dora,FL
ME2,Mount Eaton,Mount Eaton,OH
M3E,Mount Eden,Mount Eden,KY
IUE,Mount Erie,Mount Erie,IL
M3F,Mount Freedom,Mount Freedom,NJ
MGQ,Mount Gilead,Mount Gilead,NC
UGO,Mount Gilead,Mount Gilead,OH
M5G,Mount Gretna,Mount Gretna,PA
TBO,Mount Hebron,Mount Hebron,MD
NHR,Mount Hermon,Mount Hermon,CA
MH6,Mount Holly,Mount Holly,AR
MHX,Mount Holly,Mount Holly,NC
LLY,Mount Holly,Mount Holly,NJ
UQS,Mount Holly,Mount Holly,SC
7MH,Mount Holly,Mount Holly,VT
QHS,Mount Holly Springs,Mount Holly Springs,PA
UHE,Mount Hope,Mount Hope,AL
M7H,Mount Hope,Mount Hope,KS
MH9,Mount Hope,Mount Hope,OH
ULZ,Mount Hope,Mount Hope,WV
MH4,Mount Horeb,Mount Horeb,WI
UIA,Mount Ida,Mount Ida,AR
UQV,Mount Jackson,Mount Jackson,VA
OJW,Mount Jewett,Mount Jewett,PA
MJ2,Mount Joy,Mount Joy,PA
MJY,Mount Joy,Mount Joy,PA
MJB,Mount Juliet,Mount Juliet,TN
MKS,Mount Kisco,Mount Kisco,NY
LUJ,Mount Laurel,Mount Laurel,NJ
MCL,Mount McKinley,Mount McKinley,AK
OUM,Mount Meigs,Mount Meigs,AL
MXR,Mount Morris,Mount Morris,IL
MMB,Mount Morris,Mount Morris,MI
OUO,Mount Morris,Mount Morris,NY
UNS,Mount Morris,Mount Morris,PA
QNB,Mount Nebo,Mount Nebo,WV
FVS,Mount Olive,Mount Olive,MS
MNO,Mount Olive,Mount Olive,NC
MQV,Mount Olive,Mount Olive,NJ
MXQ,Mount Orab,Mount Orab,OH
PY4,Mount Perry,Mount Perry,OH
MPY,Mount Pleasant,Mount Pleasant,FL
MPZ,Mount Pleasant,Mount Pleasant,IA
MOP,Mount Pleasant,Mount Pleasant,MI
MTT,Mount Pleasant,Mount Pleasant,PA
MPH,Mount Pleasant,Mount Pleasant,SC
MPL,Mount Pleasant,Mount Pleasant,TN
MPS,Mount Pleasant,Mount Pleasant,TX
MSD,Mount Pleasant,Mount Pleasant,UT
UPN,Mount Pleasant,Mount Pleasant,WI
UPI,Mount Pleasant Mills,Mount Pleasant Mills,PA
UPA,"Mount Pleasant, Cabarrus","Mount Pleasant, Cabarrus",NC
MPO,Mount Pocono,Mount Pocono,PA
MUP,Mount Prospect,Mount Prospect,IL
MPK,Mount Pulaski,Mount Pulaski,IL
9MY,Mount Royal,Mount Royal,NJ
5MS,Mount Saint Francis,Mount Saint Francis,IN
M5T,Mount Savage,Mount Savage,MD
MHS,Mount Shasta,Mount Shasta,CA
JUI,Mount Sinai,Mount Sinai,NY
GTM,Mount Sterling,Mount Sterling,IL
MGK,Mount Sterling,Mount Sterling,KY
YMS,Mount Sterling,Mount Sterling,OH
M75,Mount Storm,Mount Storm,WV
SU3,Mount Summit,Mount Summit,IN
OUU,Mount Ulla,Mount Ulla,NC
MUU,Mount Union,Mount Union,PA
ONU,"Mount Union, Huntingdon","Mount Union, Huntingdon",PA
UUE,Mount Upton,Mount Upton,NY
UVO,Mount Vernon,Mount Vernon,AL
MXF,Mount Vernon,Mount Vernon,IA
MVN,Mount Vernon,Mount Vernon,IL
OVO,Mount Vernon,Mount Vernon,IN
MXH,Mount Vernon,Mount Vernon,IN
MXV,Mount Vernon,Mount Vernon,KY
UEO,Mount Vernon,Mount Vernon,ME
OUV,Mount Vernon,Mount Vernon,MO
MVH,Mount Vernon,Mount Vernon,NY
YMV,Mount Vernon,Mount Vernon,NY
MWT,Mount Vernon,Mount Vernon,OH
M2V,Mount Vernon,Mount Vernon,OH
MV3,Mount Vernon,Mount Vernon,TX
MVX,Mount Vernon,Mount Vernon,TX
MVW,Mount Vernon,Mount Vernon,WA
UMX,Mount Washington,Mount Washington,KY
MWS,Mount Wilson,Mount Wilson,CA
MWF,Mount Wolf,Mount Wolf,PA
UTZ,Mount Zion,Mount Zion,IL
MU4,Mountain,Mountain,WI
M77,Mountain Brook,Mountain Brook,AL
CZJ,Mountain Center,Mountain Center,CA
TKM,Mountain City,Mountain City,GA
MFM,Mountain City,Mountain City,TN
TGM,Mountain Green,Mountain Green,UT
VMV,Mountain Grove,Mountain Grove,MO
WMH,Mountain Home,Mountain Home,AR
MUO,Mountain Home,Mountain Home,ID
MHU,Mountain Home,Mountain Home,NC
MUM,Mountain Home,Mountain Home,TN
HPQ,Mountain House,Mountain House,CA
UII,Mountain Iron,Mountain Iron,MN
ML5,Mountain Lake,Mountain Lake,MN
UTK,Mountain Lake Park,Mountain Lake Park,MD
ULS,Mountain Lakes,Mountain Lakes,NJ
MTS,Mountain Pass,Mountain Pass,CA
M6O,Mountain Ranch,Mountain Ranch,CA
MU5,Mountain Rest,Mountain Rest,SC
MUV,Mountain Top,Mountain Top,PA
MUL,Mountain View,Mountain View,AL
VAJ,Mountain View,Mountain View,AR
NUQ,Mountain View,Mountain View,CA
MUK,Mountain View,Mountain View,GA
